MILE 12 WARRIOR  |  All 490 Keywords — Every Primary With Its Versions,,,,,,,,
"PRIMARY rows are the ranking target. Secondary = H2s and subheads. LSI = body copy for topical depth. Question/AEO = its own H2 with a 40-60 word answer block. Long-tail = fastest wins, often the meta description angle.",,,,,,,,
,,,,,,,,
#,Primary #,Primary Keyword,Keyword / Version,Type,Cluster,Target Page,Winnability,Phase
228,33,following distance semi truck,space cushion driving technique,LSI,Defensive Driving,/defensive-driving,Tier 2,Phase 1
229,33,following distance semi truck,stopping distance loaded trailer,LSI,Defensive Driving,/defensive-driving,Tier 2,Phase 1
230,33,following distance semi truck,what is a safe following distance for a semi truck,Question / AEO,Defensive Driving,/defensive-driving,Tier 2,Phase 1
231,33,following distance semi truck,how many seconds following distance in bad weather,Long-tail,Defensive Driving,/defensive-driving,Tier 2,Phase 1
232,34,blind spot management semi truck,blind spot management semi truck,PRIMARY,Defensive Driving,/defensive-driving,Tier 1,Phase 2
233,34,blind spot management semi truck,truck no zone areas,Secondary,Defensive Driving,/defensive-driving,Tier 1,Phase 2
234,34,blind spot management semi truck,mirror check pattern truck driver,Secondary,Defensive Driving,/defensive-driving,Tier 1,Phase 2
235,34,blind spot management semi truck,lane change procedure semi,LSI,Defensive Driving,/defensive-driving,Tier 1,Phase 2
236,34,blind spot management semi truck,head check before lane change,LSI,Defensive Driving,/defensive-driving,Tier 1,Phase 2
237,34,blind spot management semi truck,how often should a truck driver check mirrors,Question / AEO,Defensive Driving,/defensive-driving,Tier 1,Phase 2
238,34,blind spot management semi truck,where are the blind spots on a semi truck,Long-tail,Defensive Driving,/defensive-driving,Tier 1,Phase 2
239,35,night driving safety tips trucks,night driving safety tips trucks,PRIMARY,Defensive Driving,/night-driving,Tier 1,Phase 2
240,35,night driving safety tips trucks,driving at night commercial vehicle,Secondary,Defensive Driving,/night-driving,Tier 1,Phase 2
241,35,night driving safety tips trucks,overdriving your headlights,Secondary,Defensive Driving,/night-driving,Tier 1,Phase 2
242,35,night driving safety tips trucks,reducing glare night driving truck,LSI,Defensive Driving,/night-driving,Tier 1,Phase 2
243,35,night driving safety tips trucks,night vision and driver fatigue,LSI,Defensive Driving,/night-driving,Tier 1,Phase 2
244,35,night driving safety tips trucks,why is night driving more dangerous for truckers,Question / AEO,Defensive Driving,/night-driving,Tier 1,Phase 2
245,35,night driving safety tips trucks,how to drive safely at night in a semi truck,Long-tail,Defensive Driving,/night-driving,Tier 1,Phase 2
246,36,how to handle a tire blowout semi truck,how to handle a tire blowout semi truck,PRIMARY,Defensive Driving,/tire-blowout,Tier 1,Phase 1
247,36,how to handle a tire blowout semi truck,steer tire blowout procedure,Secondary,Defensive Driving,/tire-blowout,Tier 1,Phase 1
248,36,how to handle a tire blowout semi truck,what to do during a blowout driving,Secondary,Defensive Driving,/tire-blowout,Tier 1,Phase 1
249,36,how to handle a tire blowout semi truck,do not brake during blowout,LSI,Defensive Driving,/tire-blowout,Tier 1,Phase 1
250,36,how to handle a tire blowout semi truck,daily tire inspection routine,LSI,Defensive Driving,/tire-blowout,Tier 1,Phase 1
251,36,how to handle a tire blowout semi truck,what should you do if a steer tire blows out,Question / AEO,Defensive Driving,/tire-blowout,Tier 1,Phase 1
252,36,how to handle a tire blowout semi truck,how to keep control of a semi during a tire blowout,Long-tail,Defensive Driving,/tire-blowout,Tier 1,Phase 1
253,37,distracted driving truck drivers,distracted driving truck drivers,PRIMARY,Defensive Driving,/defensive-driving,Tier 1,Phase 2
254,37,distracted driving truck drivers,phone use while driving CDL,Secondary,Defensive Driving,/defensive-driving,Tier 1,Phase 2
255,37,distracted driving truck drivers,eliminating distractions in the cab,Secondary,Defensive Driving,/defensive-driving,Tier 1,Phase 2
256,37,distracted driving truck drivers,hands free device rules trucking,LSI,Defensive Driving,/defensive-driving,Tier 1,Phase 2
257,37,distracted driving truck drivers,GPS setup before rolling,LSI,Defensive Driving,/defensive-driving,Tier 1,Phase 2
258,37,distracted driving truck drivers,how far do you travel while looking at your phone,Question / AEO,Defensive Driving,/defensive-driving,Tier 1,Phase 2
259,37,distracted driving truck drivers,FMCSA rules on cell phone use for truck drivers,Long-tail,Defensive Driving,/defensive-driving,Tier 1,Phase 2
260,38,winter driving tips truck drivers,winter driving tips truck drivers,PRIMARY,Road & Weather,/winter-driving,Tier 2,Phase 2
261,38,winter driving tips truck drivers,winter trucking safety,Secondary,Road & Weather,/winter-driving,Tier 2,Phase 2
262,38,winter driving tips truck drivers,snow driving speed reduction truck,Secondary,Road & Weather,/winter-driving,Tier 2,Phase 2
263,38,winter driving tips truck drivers,winter emergency kit semi truck,LSI,Road & Weather,/winter-driving,Tier 2,Phase 2
264,38,winter driving tips truck drivers,cold weather pre trip checks,LSI,Road & Weather,/winter-driving,Tier 2,Phase 2
265,38,winter driving tips truck drivers,how do truck drivers drive in snow,Question / AEO,Road & Weather,/winter-driving,Tier 2,Phase 2
266,38,winter driving tips truck drivers,winter driving checklist for over the road truckers,Long-tail,Road & Weather,/winter-driving,Tier 2,Phase 2
267,39,black ice driving tips,black ice driving tips,PRIMARY,Road & Weather,/winter-driving,Tier 2,Phase 2
268,39,black ice driving tips,how to spot black ice,Secondary,Road & Weather,/winter-driving,Tier 2,Phase 2
269,39,black ice driving tips,driving on ice semi truck,Secondary,Road & Weather,/winter-driving,Tier 2,Phase 2
270,39,black ice driving tips,bridges freeze before roads,LSI,Road & Weather,/winter-driving,Tier 2,Phase 2
271,39,black ice driving tips,steer into the skid technique,LSI,Road & Weather,/winter-driving,Tier 2,Phase 2
272,39,black ice driving tips,how do you drive safely on black ice,Question / AEO,Road & Weather,/winter-driving,Tier 2,Phase 2
273,39,black ice driving tips,what to do if your truck starts sliding on ice,Long-tail,Road & Weather,/winter-driving,Tier 2,Phase 2
274,40,driving in fog safety tips,driving in fog safety tips,PRIMARY,Road & Weather,/fog-and-wind,Tier 1,Phase 2
275,40,driving in fog safety tips,low visibility driving trucking,Secondary,Road & Weather,/fog-and-wind,Tier 1,Phase 2
276,40,driving in fog safety tips,low beams in fog,Secondary,Road & Weather,/fog-and-wind,Tier 1,Phase 2
277,40,driving in fog safety tips,fog line guidance driving,LSI,Road & Weather,/fog-and-wind,Tier 1,Phase 2
278,40,driving in fog safety tips,dense fog advisory trucking,LSI,Road & Weather,/fog-and-wind,Tier 1,Phase 2
279,40,driving in fog safety tips,should you use high beams in fog,Question / AEO,Road & Weather,/fog-and-wind,Tier 1,Phase 2
280,40,driving in fog safety tips,at what visibility should a truck driver pull over,Long-tail,Road & Weather,/fog-and-wind,Tier 1,Phase 2
281,41,chain laws by state trucking,chain laws by state trucking,PRIMARY,Road & Weather,/winter-driving,Tier 2,Phase 2
282,41,chain laws by state trucking,tire chain requirements trucks,Secondary,Road & Weather,/winter-driving,Tier 2,Phase 2
283,41,chain laws by state trucking,chain up procedure semi truck,Secondary,Road & Weather,/winter-driving,Tier 2,Phase 2
284,41,chain laws by state trucking,chain control levels,LSI,Road & Weather,/winter-driving,Tier 2,Phase 2
285,41,chain laws by state trucking,chain sizing for commercial tires,LSI,Road & Weather,/winter-driving,Tier 2,Phase 2
286,41,chain laws by state trucking,what are R1 R2 and R3 chain controls in California,Question / AEO,Road & Weather,/winter-driving,Tier 2,Phase 2
287,41,chain laws by state trucking,which states require tire chains for semi trucks,Long-tail,Road & Weather,/winter-driving,Tier 2,Phase 2
288,42,crosswind driving empty trailer,crosswind driving empty trailer,PRIMARY,Road & Weather,/fog-and-wind,Tier 1,Phase 2
289,42,crosswind driving empty trailer,high wind advisory trucking,Secondary,Road & Weather,/fog-and-wind,Tier 1,Phase 2
290,42,crosswind driving empty trailer,driving a semi in high winds,Secondary,Road & Weather,/fog-and-wind,Tier 1,Phase 2
291,42,crosswind driving empty trailer,empty trailer rollover wind,LSI,Road & Weather,/fog-and-wind,Tier 1,Phase 2
292,42,crosswind driving empty trailer,9 and 3 grip crosswind,LSI,Road & Weather,/fog-and-wind,Tier 1,Phase 2
293,42,crosswind driving empty trailer,what wind speed is dangerous for an empty trailer,Question / AEO,Road & Weather,/fog-and-wind,Tier 1,Phase 2
294,42,crosswind driving empty trailer,how to drive a semi truck in 40 mph crosswinds,Long-tail,Road & Weather,/fog-and-wind,Tier 1,Phase 2
295,43,construction zone safety trucking,construction zone safety trucking,PRIMARY,Road & Weather,/road-hazards,Tier 1,Phase 2
296,43,construction zone safety trucking,work zone driving commercial vehicle,Secondary,Road & Weather,/road-hazards,Tier 1,Phase 2
297,43,construction zone safety trucking,work zone doubled fines,Secondary,Road & Weather,/road-hazards,Tier 1,Phase 2
298,43,construction zone safety trucking,narrow lane shifting patterns,LSI,Road & Weather,/road-hazards,Tier 1,Phase 2
299,43,construction zone safety trucking,Caltrans construction zone enforcement,LSI,Road & Weather,/road-hazards,Tier 1,Phase 2
300,43,construction zone safety trucking,what should truck drivers do in a work zone,Question / AEO,Road & Weather,/road-hazards,Tier 1,Phase 2
301,43,construction zone safety trucking,how much are work zone fines for commercial drivers,Long-tail,Road & Weather,/road-hazards,Tier 1,Phase 2
302,44,truck breakdown kit checklist,truck breakdown kit checklist,PRIMARY,Emergency Prep,/breakdown-kit,Tier 1,Phase 1
303,44,truck breakdown kit checklist,semi truck emergency kit list,Secondary,Emergency Prep,/breakdown-kit,Tier 1,Phase 1
304,44,truck breakdown kit checklist,what to keep in your truck for breakdowns,Secondary,Emergency Prep,/breakdown-kit,Tier 1,Phase 1
305,44,truck breakdown kit checklist,49 CFR 393.95 equipment,LSI,Emergency Prep,/breakdown-kit,Tier 1,Phase 1
306,44,truck breakdown kit checklist,jump pack tool kit trucking,LSI,Emergency Prep,/breakdown-kit,Tier 1,Phase 1
307,44,truck breakdown kit checklist,what should be in a truck breakdown kit,Question / AEO,Emergency Prep,/breakdown-kit,Tier 1,Phase 1
308,44,truck breakdown kit checklist,free printable truck breakdown kit checklist,Long-tail,Emergency Prep,/breakdown-kit,Tier 1,Phase 1
309,45,first aid kit for truck drivers,first aid kit for truck drivers,PRIMARY,Emergency Prep,/roadside-safety,Tier 1,Phase 2
310,45,first aid kit for truck drivers,trucker first aid supplies,Secondary,Emergency Prep,/roadside-safety,Tier 1,Phase 2
311,45,first aid kit for truck drivers,medical kit for semi truck,Secondary,Emergency Prep,/roadside-safety,Tier 1,Phase 2
312,45,first aid kit for truck drivers,tourniquet CPR shield driver,LSI,Emergency Prep,/roadside-safety,Tier 1,Phase 2
313,45,first aid kit for truck drivers,prescription medication supply on the road,LSI,Emergency Prep,/roadside-safety,Tier 1,Phase 2
314,45,first aid kit for truck drivers,what should be in a truck driver first aid kit,Question / AEO,Emergency Prep,/roadside-safety,Tier 1,Phase 2
315,45,first aid kit for truck drivers,first aid kit checklist for over the road drivers,Long-tail,Emergency Prep,/roadside-safety,Tier 1,Phase 2
316,46,warning triangle placement rules,warning triangle placement rules,PRIMARY,Emergency Prep,/breakdown-kit,Tier 1,Phase 1
317,46,warning triangle placement rules,reflective triangle placement semi,Secondary,Emergency Prep,/breakdown-kit,Tier 1,Phase 1
318,46,warning triangle placement rules,emergency triangle distance requirements,Secondary,Emergency Prep,/breakdown-kit,Tier 1,Phase 1
319,46,warning triangle placement rules,reflective vest roadside safety,LSI,Emergency Prep,/breakdown-kit,Tier 1,Phase 1
320,46,warning triangle placement rules,divided highway triangle placement,LSI,Emergency Prep,/breakdown-kit,Tier 1,Phase 1
321,46,warning triangle placement rules,how far behind the truck do warning triangles go,Question / AEO,Emergency Prep,/breakdown-kit,Tier 1,Phase 1
322,46,warning triangle placement rules,where to place warning triangles on a divided highway,Long-tail,Emergency Prep,/breakdown-kit,Tier 1,Phase 1
323,47,what to do after a truck accident,what to do after a truck accident,PRIMARY,Emergency Prep,/roadside-safety,Tier 2,Phase 2
324,47,what to do after a truck accident,truck accident procedure steps,Secondary,Emergency Prep,/roadside-safety,Tier 2,Phase 2
325,47,what to do after a truck accident,post accident checklist driver,Secondary,Emergency Prep,/roadside-safety,Tier 2,Phase 2
326,47,what to do after a truck accident,accident statement template,LSI,Emergency Prep,/roadside-safety,Tier 2,Phase 2
327,47,what to do after a truck accident,post accident drug testing 49 CFR 382,LSI,Emergency Prep,/roadside-safety,Tier 2,Phase 2
328,47,what to do after a truck accident,what do you do first after a truck accident,Question / AEO,Emergency Prep,/roadside-safety,Tier 2,Phase 2
329,47,what to do after a truck accident,step by step what to do after a semi truck accident,Long-tail,Emergency Prep,/roadside-safety,Tier 2,Phase 2
330,48,roadside emergency procedure truck,roadside emergency procedure truck,PRIMARY,Emergency Prep,/roadside-safety,Tier 1,Phase 2
331,48,roadside emergency procedure truck,safe roadside stop semi truck,Secondary,Emergency Prep,/roadside-safety,Tier 1,Phase 2
332,48,roadside emergency procedure truck,breakdown safety protocol driver,Secondary,Emergency Prep,/roadside-safety,Tier 1,Phase 2
333,48,roadside emergency procedure truck,passenger side roadside safety,LSI,Emergency Prep,/roadside-safety,Tier 1,Phase 2
334,48,roadside emergency procedure truck,calling dispatch after breakdown,LSI,Emergency Prep,/roadside-safety,Tier 1,Phase 2
335,48,roadside emergency procedure truck,what is the safest way to stop on the shoulder,Question / AEO,Emergency Prep,/roadside-safety,Tier 1,Phase 2
336,48,roadside emergency procedure truck,should you stay in the truck during a roadside breakdown,Long-tail,Emergency Prep,/roadside-safety,Tier 1,Phase 2
337,49,first 90 days as a truck driver,first 90 days as a truck driver,PRIMARY,New Driver,/new-driver,Tier 1,Phase 1
338,49,first 90 days as a truck driver,first 3 months trucking,Secondary,New Driver,/new-driver,Tier 1,Phase 1
339,49,first 90 days as a truck driver,new driver 90 day plan,Secondary,New Driver,/new-driver,Tier 1,Phase 1
340,49,first 90 days as a truck driver,driver turnover first year,LSI,New Driver,/new-driver,Tier 1,Phase 1
341,49,first 90 days as a truck driver,solo driver transition timeline,LSI,New Driver,/new-driver,Tier 1,Phase 1
342,49,first 90 days as a truck driver,what should a new truck driver expect in the first 90 days,Question / AEO,New Driver,/new-driver,Tier 1,Phase 1
343,49,first 90 days as a truck driver,week by week guide to your first 90 days trucking,Long-tail,New Driver,/new-driver,Tier 1,Phase 1
344,50,new truck driver tips,new truck driver tips,PRIMARY,New Driver,/new-driver,Tier 1,Phase 1
345,50,new truck driver tips,advice for new truck drivers,Secondary,New Driver,/new-driver,Tier 1,Phase 1
346,50,new truck driver tips,beginner trucking tips,Secondary,New Driver,/new-driver,Tier 1,Phase 1
347,50,new truck driver tips,new CDL driver checklist,LSI,New Driver,/new-driver,Tier 1,Phase 1
348,50,new truck driver tips,first year trucking survival,LSI,New Driver,/new-driver,Tier 1,Phase 1
349,50,new truck driver tips,what should every new truck driver know,Question / AEO,New Driver,/new-driver,Tier 1,Phase 1
350,50,new truck driver tips,best advice for someone starting their trucking career,Long-tail,New Driver,/new-driver,Tier 1,Phase 1
351,51,rookie truck driver mistakes,rookie truck driver mistakes,PRIMARY,New Driver,/new-driver,Tier 1,Phase 1
352,51,rookie truck driver mistakes,common mistakes new truck drivers make,Secondary,New Driver,/new-driver,Tier 1,Phase 1
353,51,rookie truck driver mistakes,beginner trucker errors,Secondary,New Driver,/new-driver,Tier 1,Phase 1
354,51,rookie truck driver mistakes,trip planning mistakes rookie,LSI,New Driver,/new-driver,Tier 1,Phase 1
355,51,rookie truck driver mistakes,backing accidents new drivers,LSI,New Driver,/new-driver,Tier 1,Phase 1
356,51,rookie truck driver mistakes,what are the most common rookie truck driver mistakes,Question / AEO,New Driver,/new-driver,Tier 1,Phase 1
357,51,rookie truck driver mistakes,10 mistakes new truck drivers make in their first month,Long-tail,New Driver,/new-driver,Tier 1,Phase 1
358,52,what to pack for OTR trucking,what to pack for OTR trucking,PRIMARY,New Driver,/what-to-pack,Tier 1,Phase 1
359,52,what to pack for OTR trucking,truck driver packing list,Secondary,New Driver,/what-to-pack,Tier 1,Phase 1
360,52,what to pack for OTR trucking,essential gear for new truck drivers,Secondary,New Driver,/what-to-pack,Tier 1,Phase 1
361,52,what to pack for OTR trucking,first week on the road supplies,LSI,New Driver,/what-to-pack,Tier 1,Phase 1
362,52,what to pack for OTR trucking,hygiene kit for truckers,LSI,New Driver,/what-to-pack,Tier 1,Phase 1
363,52,what to pack for OTR trucking,what should I pack for my first OTR run,Question / AEO,New Driver,/what-to-pack,Tier 1,Phase 1
364,52,what to pack for OTR trucking,complete packing list for over the road truck drivers,Long-tail,New Driver,/what-to-pack,Tier 1,Phase 1
365,53,truck driver orientation what to expect,truck driver orientation what to expect,PRIMARY,New Driver,/orientation,Tier 1,Phase 2
366,53,truck driver orientation what to expect,carrier orientation process trucking,Secondary,New Driver,/orientation,Tier 1,Phase 2
367,53,truck driver orientation what to expect,first solo run truck driver tips,Secondary,New Driver,/orientation,Tier 1,Phase 2
368,53,truck driver orientation what to expect,trainer expectations trucking,LSI,New Driver,/orientation,Tier 1,Phase 2
369,53,truck driver orientation what to expect,road test orientation week,LSI,New Driver,/orientation,Tier 1,Phase 2
370,53,truck driver orientation what to expect,what happens during truck driver orientation,Question / AEO,New Driver,/orientation,Tier 1,Phase 2
371,53,truck driver orientation what to expect,what to bring to truck driver orientation week,Long-tail,New Driver,/orientation,Tier 1,Phase 2
372,54,cab organization ideas truckers,cab organization ideas truckers,PRIMARY,New Driver,/what-to-pack,Tier 1,Phase 2
373,54,cab organization ideas truckers,truck cab storage solutions,Secondary,New Driver,/what-to-pack,Tier 1,Phase 2
374,54,cab organization ideas truckers,organizing a semi truck sleeper,Secondary,New Driver,/what-to-pack,Tier 1,Phase 2
375,54,cab organization ideas truckers,cab setup blueprint,LSI,New Driver,/what-to-pack,Tier 1,Phase 2
376,54,cab organization ideas truckers,paperwork organization driver,LSI,New Driver,/what-to-pack,Tier 1,Phase 2
377,54,cab organization ideas truckers,how do you organize a truck cab,Question / AEO,New Driver,/what-to-pack,Tier 1,Phase 2
378,54,cab organization ideas truckers,best cab organization ideas for long haul drivers,Long-tail,New Driver,/what-to-pack,Tier 1,Phase 2
379,55,fleet driver safety training program,fleet driver safety training program,PRIMARY,Fleet & B2B,/fleet-safety-packets,Tier 1,Phase 1
380,55,fleet driver safety training program,driver safety training for carriers,Secondary,Fleet & B2B,/fleet-safety-packets,Tier 1,Phase 1
381,55,fleet driver safety training program,free safety training materials trucking,Secondary,Fleet & B2B,/fleet-safety-packets,Tier 1,Phase 1
382,55,fleet driver safety training program,driver qualification file checklist,LSI,Fleet & B2B,/fleet-safety-packets,Tier 1,Phase 1
383,55,fleet driver safety training program,49 CFR 391.51 DQ file,LSI,Fleet & B2B,/fleet-safety-packets,Tier 1,Phase 1
384,55,fleet driver safety training program,what should a fleet driver safety program include,Question / AEO,Fleet & B2B,/fleet-safety-packets,Tier 1,Phase 1
385,55,fleet driver safety training program,free driver safety training program for small fleets,Long-tail,Fleet & B2B,/fleet-safety-packets,Tier 1,Phase 1
386,56,new hire orientation packet trucking,new hire orientation packet trucking,PRIMARY,Fleet & B2B,/fleet-safety-packets,Tier 1,Phase 1
387,56,new hire orientation packet trucking,driver onboarding packet,Secondary,Fleet & B2B,/fleet-safety-packets,Tier 1,Phase 1
388,56,new hire orientation packet trucking,driver safety orientation packet,Secondary,Fleet & B2B,/fleet-safety-packets,Tier 1,Phase 1
389,56,new hire orientation packet trucking,driver sign off sheet template,LSI,Fleet & B2B,/fleet-safety-packets,Tier 1,Phase 1
390,56,new hire orientation packet trucking,company policy templates trucking,LSI,Fleet & B2B,/fleet-safety-packets,Tier 1,Phase 1
391,56,new hire orientation packet trucking,what should be in a driver orientation packet,Question / AEO,Fleet & B2B,/fleet-safety-packets,Tier 1,Phase 1
392,56,new hire orientation packet trucking,free printable new hire orientation packet for truck drivers,Long-tail,Fleet & B2B,/fleet-safety-packets,Tier 1,Phase 1
393,57,driver wellness program for fleets,driver wellness program for fleets,PRIMARY,Fleet & B2B,/driver-wellness-program,Tier 2,Phase 2
394,57,driver wellness program for fleets,truck driver wellness program,Secondary,Fleet & B2B,/driver-wellness-program,Tier 2,Phase 2
395,57,driver wellness program for fleets,carrier wellness initiative,Secondary,Fleet & B2B,/driver-wellness-program,Tier 2,Phase 2
396,57,driver wellness program for fleets,driver retention wellness ROI,LSI,Fleet & B2B,/driver-wellness-program,Tier 2,Phase 2
397,57,driver wellness program for fleets,sleep apnea program cost savings,LSI,Fleet & B2B,/driver-wellness-program,Tier 2,Phase 2
398,57,driver wellness program for fleets,do driver wellness programs actually work,Question / AEO,Fleet & B2B,/driver-wellness-program,Tier 2,Phase 2
399,57,driver wellness program for fleets,how to start a driver wellness program at a small carrier,Long-tail,Fleet & B2B,/driver-wellness-program,Tier 2,Phase 2
400,58,annual driver refresher training requirements,annual driver refresher training requirements,PRIMARY,Fleet & B2B,/fleet-refresher,Tier 2,Phase 2
401,58,annual driver refresher training requirements,driver refresher training rules,Secondary,Fleet & B2B,/fleet-refresher,Tier 2,Phase 2
402,58,annual driver refresher training requirements,fleet safety refresher training,Secondary,Fleet & B2B,/fleet-refresher,Tier 2,Phase 2
403,58,annual driver refresher training requirements,documented refresher training insurance,LSI,Fleet & B2B,/fleet-refresher,Tier 2,Phase 2
404,58,annual driver refresher training requirements,remedial training after incident,LSI,Fleet & B2B,/fleet-refresher,Tier 2,Phase 2
405,58,annual driver refresher training requirements,how often is driver refresher training required,Question / AEO,Fleet & B2B,/fleet-refresher,Tier 2,Phase 2
406,58,annual driver refresher training requirements,annual refresher training checklist for fleet safety directors,Long-tail,Fleet & B2B,/fleet-refresher,Tier 2,Phase 2
407,59,safety meeting topics for truck drivers,safety meeting topics for truck drivers,PRIMARY,Fleet & B2B,/fleet-refresher,Tier 1,Phase 2
408,59,safety meeting topics for truck drivers,toolbox talk trucking safety,Secondary,Fleet & B2B,/fleet-refresher,Tier 1,Phase 2
409,59,safety meeting topics for truck drivers,driver safety meeting ideas,Secondary,Fleet & B2B,/fleet-refresher,Tier 1,Phase 2
410,59,safety meeting topics for truck drivers,monthly safety topic calendar,LSI,Fleet & B2B,/fleet-refresher,Tier 1,Phase 2
411,59,safety meeting topics for truck drivers,safety meeting sign in sheet,LSI,Fleet & B2B,/fleet-refresher,Tier 1,Phase 2
412,59,safety meeting topics for truck drivers,what are good safety meeting topics for drivers,Question / AEO,Fleet & B2B,/fleet-refresher,Tier 1,Phase 2
413,59,safety meeting topics for truck drivers,12 months of safety meeting topics for a trucking fleet,Long-tail,Fleet & B2B,/fleet-refresher,Tier 1,Phase 2
414,60,how to reduce driver turnover,how to reduce driver turnover,PRIMARY,Fleet & B2B,/driver-wellness-program,Tier 2,Phase 2
415,60,how to reduce driver turnover,driver retention strategies trucking,Secondary,Fleet & B2B,/driver-wellness-program,Tier 2,Phase 2
416,60,how to reduce driver turnover,why do truck drivers quit,Secondary,Fleet & B2B,/driver-wellness-program,Tier 2,Phase 2
417,60,how to reduce driver turnover,home time and retention,LSI,Fleet & B2B,/driver-wellness-program,Tier 2,Phase 2
418,60,how to reduce driver turnover,dispatcher communication retention,LSI,Fleet & B2B,/driver-wellness-program,Tier 2,Phase 2
419,60,how to reduce driver turnover,how can a fleet reduce driver turnover,Question / AEO,Fleet & B2B,/driver-wellness-program,Tier 2,Phase 2
420,60,how to reduce driver turnover,proven ways to keep truck drivers from quitting in year one,Long-tail,Fleet & B2B,/driver-wellness-program,Tier 2,Phase 2
421,61,how to support a truck driver spouse,how to support a truck driver spouse,PRIMARY,Family Support,/social-butterflies,Tier 1,Phase 1
422,61,how to support a truck driver spouse,supporting a partner who drives a truck,Secondary,Family Support,/social-butterflies,Tier 1,Phase 1
423,61,how to support a truck driver spouse,trucker spouse support,Secondary,Family Support,/social-butterflies,Tier 1,Phase 1
424,61,how to support a truck driver spouse,emotional support for drivers family,LSI,Family Support,/social-butterflies,Tier 1,Phase 1
425,61,how to support a truck driver spouse,managing home life while partner drives,LSI,Family Support,/social-butterflies,Tier 1,Phase 1
426,61,how to support a truck driver spouse,how do you support a spouse who drives a truck,Question / AEO,Family Support,/social-butterflies,Tier 1,Phase 1
427,61,how to support a truck driver spouse,what trucker spouses wish their partners knew,Long-tail,Family Support,/social-butterflies,Tier 1,Phase 1
428,62,truck driver wife advice,truck driver wife advice,PRIMARY,Family Support,/social-butterflies,Tier 1,Phase 1
429,62,truck driver wife advice,being married to a truck driver,Secondary,Family Support,/social-butterflies,Tier 1,Phase 1
430,62,truck driver wife advice,trucker girlfriend advice,Secondary,Family Support,/social-butterflies,Tier 1,Phase 1
431,62,truck driver wife advice,truck driver marriage problems,LSI,Family Support,/social-butterflies,Tier 1,Phase 1
432,62,truck driver wife advice,solo parenting while spouse drives,LSI,Family Support,/social-butterflies,Tier 1,Phase 1
433,62,truck driver wife advice,is it hard being married to a truck driver,Question / AEO,Family Support,/social-butterflies,Tier 1,Phase 1
434,62,truck driver wife advice,advice for new truck driver wives and partners,Long-tail,Family Support,/social-butterflies,Tier 1,Phase 1
435,63,long distance relationship truck driver,long distance relationship truck driver,PRIMARY,Family Support,/social-butterflies,Tier 1,Phase 2
436,63,long distance relationship truck driver,relationship advice for truckers,Secondary,Family Support,/social-butterflies,Tier 1,Phase 2
437,63,long distance relationship truck driver,dating a truck driver,Secondary,Family Support,/social-butterflies,Tier 1,Phase 2
438,63,long distance relationship truck driver,trust and distance trucking relationships,LSI,Family Support,/social-butterflies,Tier 1,Phase 2
439,63,long distance relationship truck driver,reconnecting after home time,LSI,Family Support,/social-butterflies,Tier 1,Phase 2
440,63,long distance relationship truck driver,how do truck drivers maintain relationships,Question / AEO,Family Support,/social-butterflies,Tier 1,Phase 2
441,63,long distance relationship truck driver,how to keep a relationship strong when he drives OTR,Long-tail,Family Support,/social-butterflies,Tier 1,Phase 2
442,64,staying connected while trucking,staying connected while trucking,PRIMARY,Family Support,/family-connection,Tier 1,Phase 2
443,64,staying connected while trucking,keeping in touch on the road,Secondary,Family Support,/family-connection,Tier 1,Phase 2
444,64,staying connected while trucking,explaining trucking to your kids,Secondary,Family Support,/family-connection,Tier 1,Phase 2
445,64,staying connected while trucking,shared family journal trucking,LSI,Family Support,/family-connection,Tier 1,Phase 2
446,64,staying connected while trucking,voice messages for kids trucking,LSI,Family Support,/family-connection,Tier 1,Phase 2
447,64,staying connected while trucking,how do truck drivers stay connected with their kids,Question / AEO,Family Support,/family-connection,Tier 1,Phase 2
448,64,staying connected while trucking,daily rituals to stay close to family while driving OTR,Long-tail,Family Support,/family-connection,Tier 1,Phase 2
449,65,gift ideas for truck drivers,gift ideas for truck drivers,PRIMARY,Family Support,/gifts-for-drivers,Tier 1,Phase 3
450,65,gift ideas for truck drivers,best gifts for OTR drivers,Secondary,Family Support,/gifts-for-drivers,Tier 1,Phase 3
451,65,gift ideas for truck drivers,practical trucker gifts,Secondary,Family Support,/gifts-for-drivers,Tier 1,Phase 3
452,65,gift ideas for truck drivers,useful cab gadgets gift,LSI,Family Support,/gifts-for-drivers,Tier 1,Phase 3
453,65,gift ideas for truck drivers,truck driver stocking stuffers,LSI,Family Support,/gifts-for-drivers,Tier 1,Phase 3
454,65,gift ideas for truck drivers,what do truck drivers actually want as gifts,Question / AEO,Family Support,/gifts-for-drivers,Tier 1,Phase 3
455,65,gift ideas for truck drivers,best gifts for a long haul truck driver under $50,Long-tail,Family Support,/gifts-for-drivers,Tier 1,Phase 3
456,66,California trucking regulations,California trucking regulations,PRIMARY,Local / California,/california-regulations,Tier 1,Phase 2
457,66,California trucking regulations,CA commercial vehicle rules,Secondary,Local / California,/california-regulations,Tier 1,Phase 2
458,66,California trucking regulations,California HOS rules vs federal,Secondary,Local / California,/california-regulations,Tier 1,Phase 2
459,66,California trucking regulations,Title 13 CCR trucking,LSI,Local / California,/california-regulations,Tier 1,Phase 2
460,66,California trucking regulations,California truck route restrictions,LSI,Local / California,/california-regulations,Tier 1,Phase 2
